_id,store,price,Date_first_listed_on_Amazon,item_link,reviews_link,reviews,store_link,item_name,img_src,Rank,Read reviews that mention,star
5c6e60c840bf07349439cc95,Avidlove,$4.99 - $15.25,2017/2/16,https://www.amazon.com/Avidlove-Lingerie-Babydoll-Nightdress-Sleepwear/dp/B06X93NXR1/ref=zg_bs_1044968_86/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/Avidlove-Lingerie-Babydoll-Nightdress-Sleepwear/product-reviews/B06X93NXR1/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,113 ,https://www.amazon.com/Avidlove/b/ref=w_bl_sl_ap_ap_web_11371148011?ie=UTF8&node=11371148011&field-lbr_brands_browse-bin=Avidlove,Avidlove Women Sexy Lingerie Lace Babydoll Nightdress Mesh Chemise V Neck Sleepwear,"https://images-na.ssl-images-amazon.com/images/I/81HVIt0npIL._AC_UL200_SR200,200_.jpg",86,,4.3 
5c6e60cc40bf07349439cc96,Avidlove,$2.49 - $16.59,2016/10/17,https://www.amazon.com/Avidlove-Christmas-Lingerie-Babydolls-Chemises/dp/B01M6XY3JZ/ref=zg_bs_1044968_87/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/Avidlove-Babydoll-Lingerie-Chemise-Nightwear/product-reviews/B01M6XY3JZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,289 ,https://www.amazon.com/Avidlove/b/ref=w_bl_sl_ap_ap_web_11371148011?ie=UTF8&node=11371148011&field-lbr_brands_browse-bin=Avidlove,Avidlove Women Babydoll Lingerie Lace Chemise Halter Nightwear Teddy Dress,"https://images-na.ssl-images-amazon.com/images/I/812gNGQvi3L._AC_UL200_SR200,200_.jpg",87,,4.2 
5c6e60d840bf07349439cc97,,$13.49 - $22.99,2018/7/25,https://www.amazon.com/FeelinGirl-Womens-V-Neck-Stitching-XL-4XL/dp/B07FVTJ38S/ref=zg_bs_1044968_88/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/FeelinGirl-Womens-V-Neck-Stitching-XL-4XL/product-reviews/B07FVTJ38S/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,44 ,,FeelinGirl Women's V-Neck Stitching Lace Plus Size Dress XL-4XL,"https://images-na.ssl-images-amazon.com/images/I/51ZpWWT87UL._AC_UL200_SR200,200_.jpg",88,,4.4 
5c6e60e340bf07349439cc98,ADOREJOY,$10.99 - $12.99,2016/11/15,https://www.amazon.com/ADOREJOY-Womens-Seamless-Lingerie-Chemise/dp/B01MTNDW49/ref=zg_bs_1044968_89/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/ADOREJOY-Womens-Seamless-Lingerie-Chemise/product-reviews/B01MTNDW49/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,500 ,https://www.amazon.com/ADOREJOY/b/ref=w_bl_sl_ap_ap_web_14567596011?ie=UTF8&node=14567596011&field-lbr_brands_browse-bin=ADOREJOY,ADOREJOY Womens Seamless Mesh Lingerie Chemise,"https://images-na.ssl-images-amazon.com/images/I/71z-qgxD4nL._AC_UL200_SR200,200_.jpg",89,,4.1 
5c6e60ea40bf07349439cc99,N-pearl,$9.58 - $13.99,2018/8/13,https://www.amazon.com/N-pearl-Women-Plus-Size-Lingerie/dp/B07GDBLBZV/ref=zg_bs_1044968_90/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/N-pearl-Women-Plus-Size-Lingerie/product-reviews/B07GDBLBZV/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,33 ,https://www.amazon.com/s/ref=w_bl_sl_s_ap_web_7141123011?ie=UTF8&node=7141123011&field-brandtextbin=N-pearl,"N-pearl Women Plus Size Sexy Lingerie - See Through Floral Lace Teddy Bodysuit with G-String, L-4XL","https://images-na.ssl-images-amazon.com/images/I/71TFGtikMxL._AC_UL200_SR200,200_.jpg",90,,3.2 
5c6e60fd40bf07349439cc9a,ADOREJOY,$9.99 - $14.99,2018/3/20,https://www.amazon.com/ADOREJOY-Lingrie-Sleepwear-Babydoll-Chemise/dp/B07BKZ7X51/ref=zg_bs_1044968_91/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/Lingerie-Women-Sleepwear-Babydoll-Chemise/product-reviews/B07BKZ7X51/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,32 ,https://www.amazon.com/ADOREJOY/b/ref=w_bl_sl_ap_ap_web_14567596011?ie=UTF8&node=14567596011&field-lbr_brands_browse-bin=ADOREJOY,Plus Size Lingerie for Women Sleepwear Lace Babydoll Strap Chemise S-5XL,"https://images-na.ssl-images-amazon.com/images/I/61q7KLJFs5L._AC_UL200_SR200,200_.jpg",91,,3.8 
5c6e610740bf07349439cc9b,JuicyRose,$11.88 ,2018/12/12,https://www.amazon.com/JuicyRose-Unwrap-Babydoll-Lingerie-Sleepwear/dp/B07LB62BGF/ref=zg_bs_1044968_92/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/JuicyRose-Unwrap-Babydoll-Lingerie-Sleepwear/product-reviews/B07LB62BGF/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,152 ,https://www.amazon.com/JuicyRose/b/ref=w_bl_sl_ap_ap_web_15060241011?ie=UTF8&node=15060241011&field-lbr_brands_browse-bin=JuicyRose,JuicyRose Unwrap Me Babydoll Red Bow Lingerie Set Sleepwear,"https://images-na.ssl-images-amazon.com/images/I/61mO0iiaaiL._AC_UL200_SR200,200_.jpg",92,"['boyfriend loved', 'valentines day', 'good quality', 'pleasantly surprised', 'true to size', 'super cute', 'fit perfect', 'bit small', 'bow tied', 'fits well', 'husband loved', 'wear a size', 'ribbon', 'boobs', 'tie', 'cup', 'girls', 'lingerie', 'support', 'bottoms']",4.2 
5c6e611640bf07349439cc9c,klier,$13.99 - $15.99,2018/10/18,https://www.amazon.com/klier-Lingerie-Bralette-Babydoll-Bodysuit/dp/B07JH12GXR/ref=zg_bs_1044968_93/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/klier-Lingerie-Bralette-Babydoll-Bodysuit/product-reviews/B07JH12GXR/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,59 ,https://www.amazon.com/klier/b/ref=w_bl_sl_ap_ap_web_18411833011?ie=UTF8&node=18411833011&field-lbr_brands_browse-bin=klier,klier Women's Lingerie Lace Bra Bralette and Panty Set Deep V 2 Piece Babydoll Bodysuit,"https://images-na.ssl-images-amazon.com/images/I/815RtxJP7BL._AC_UL200_SR200,200_.jpg",93,,4.1 
5c6e612240bf07349439cc9d,LingerLove,$6.99 - $17.99,2018/4/26,https://www.amazon.com/LingerLove-Women-Regular-Nightgown-Lingerie/dp/B07CPKJQFB/ref=zg_bs_1044968_94/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/LingerLove-Women-Regular-Nightgown-Lingerie/product-reviews/B07CPKJQFB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,59 ,https://www.amazon.com/s/ref=w_bl_sl_s_ap_web_7141123011?ie=UTF8&node=7141123011&field-brandtextbin=LingerLove,LingerLove Women Regular and Plus Size Nightgown Sexy Lace Deep V Mesh Lingerie Split Party Long Dress,"https://images-na.ssl-images-amazon.com/images/I/618dGBKrNyL._AC_UL200_SR200,200_.jpg",94,,3.9 
5c6e612f40bf07349439cc9e,RSLOVE,$2.99 - $16.99,2018/5/10,https://www.amazon.com/RSLOVE-Lingerie-Sleepwear-Chemises-Nightgown/dp/B07CZCYHTH/ref=zg_bs_1044968_95/144-8595119-8015611?_encoding=UTF8&refRID=YEHXZXVJ7W6CSZDS17AX,https://www.amazon.com/RSLOVE-Lingerie-Sleepwear-Chemises-Nightgown/product-reviews/B07CZCYHTH/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,75 ,https://www.amazon.com/s/ref=w_bl_sl_s_ap_web_7141123011?ie=UTF8&node=7141123011&field-brandtextbin=RSLOVE,RSLOVE Women Lace Lingerie Sleepwear Chemises V-Neck Full Slip Babydoll Nightgown Dress,"https://images-na.ssl-images-amazon.com/images/I/71IybJsfREL._AC_UL200_SR200,200_.jpg",95,,4.7 
